Short Frame	_ws.short
VLAN Trunking Protocol	vtp
Vuze DHT Protocol	vuze-dht
VXI-11 Asynchronous Abort	vxi11_async
VXI-11 Core Protocol	vxi11_core
VXI-11 Interrupt	vxi11_intr
Virtual eXtensible Local Area Network	vxlan
Virtual eXtensible Local Area Network (GPE)	vxlan_gpe
WAI Protocol	wai
Wireless Access Station Session Protocol	wassp
WaveAgent	waveagent
WAP Binary XML	wbxml
Web Cache Communication Protocol	wccp
Wellfleet Compression	wcp
WebSocket	websocket
Wellfleet HDLC	whdlc
WireGuard Protocol	wg
Who	who
whois	whois
Wi-Fi Display	wifi_display
Wi-Fi Device Provisioning Protocol	dpp
WINS (Windows Internet Name Service) Replication	winsrepl
Wi-SUN Field Area Network	wisun
Wi-SUN FAN Security Extension	wisun.sec
Wi-SUN FAN EAPOL Relay	wisun.eapol_relay
Wi-SUN Netricity Segment	wisun.netricity.sc
IEEE 802.11 RSNA EAPOL key	wlan_rsna_eapol
Wlan Certificate Extension	wlancertextn
Cisco Wireless LAN Context Control Protocol	wlccp
Wake On LAN	wol
World of Warcraft	wow
World of Warcraft World	woww
Wifi Protected Setup	wps
WSE remote ethernet	wreth
Wave Short Message Protocol(IEEE P1609.3)	wsmp
Wireless Session Protocol	wsp
Wireless Transport Layer Security	wtls
Wireless Transaction Protocol	wtp
X11	x11
X.25	x25
X.29	x29
EUTRAN X2 Application Protocol (X2AP)	x2ap
X.509 Authentication Framework	x509af
X.509 Certificate Extensions	x509ce
X.509 Information Framework	x509if
X.509 Selected Attribute Types	x509sat
Async data over ISDN (X.75)	x75
Call Specification Language (Xcsl)	xcsl
X Display Manager Control Protocol	xdmcp
eXpressive Internet Protocol	xip
XIP Serval	xipserval
eXtensible Messaging Client Protocol	xmcp
watcherinfo XML doc (RFC 3858)	watcherinfo
poc-settings XML doc (RFC 4354)	poc-settings
rss	rss
XML Configuration Access Protocol Server Capabilities	xcap-caps
Reginfo XML doc (RFC 3680)	reginfo
Event Notification for Resource Lists (RFC 4662)	list
XCAP Error XML doc (RFC 4825)	xcap-error
Media Server Control Markup Language - draft 07	mscml
presence XML doc (RFC 3863)	presence
Synchronized Multimedia Integration Language	smil
iTunes podCast rss elements	itunes
Dublin Core Metadata (DC)	dc
eXtensible Markup Language	xml
XMPP Protocol	xmpp
NG-RAN Xn Application Protocol (XnAP)	xnap
X.25 over TCP	xot
Excentis XRA Header	xra
DOCSIS Segment	docsis_segment
DOCSIS PHY Link Channel	docsis_plc
DOCSIS_NCP	docsis_ncp
DOCSIS_INIT_RANGING	docsis_init_ranging
Enhanced Cash Trading Interface 10.0	xti
Xpress Transport Protocol	xtp
Xyplex	xyplex
YAMI Protocol	yami
Yahoo Messenger Protocol	yhoo
Yahoo YMSG Messenger Protocol	ymsg
Yellow Pages Bind	ypbind
Yellow Pages Passwd	yppasswd
Yellow Pages Service	ypserv
Yellow Pages Transfer	ypxfr
Z21 LAN Protocol	z21
Z39.50 Protocol	z3950
Zabbix Protocol	zabbix
ZigBee Direct	zbd
ZigBee Application Support Layer	zbee_aps
ZigBee Application Framework	zbee_apf
ZigBee Network Layer	zbee_nwk
ZigBee Beacon	zbee_beacon
ZigBee IP Beacon	zbip_beacon
ZigBee IE	zbee_ie
ZigBee Green Power Profile	zbee_nwk_gp
Zigbee TLV	zbee_tlv
ZigBee Cluster Library	zbee_zcl
ZigBee ZCL Alarms	zbee_zcl_general.alarms
ZigBee ZCL Analog Input Basic	zbee_zcl_general.analog.input.basic
ZigBee ZCL Analog Output Basic	zbee_zcl_general.analog.output.basic
ZigBee ZCL Analog Value Basic	zbee_zcl_general.analog.value.basic
ZigBee ZCL Appliance Control	zbee_zcl_general.applctrl
ZigBee ZCL Appliance Events & Alert	zbee_zcl_ha.applevtalt
ZigBee ZCL Appliance Identification	zbee_zcl_ha.applident
ZigBee ZCL Appliance Statistics	zbee_zcl_ha.applstats
ZigBee ZCL Ballast Configuration	zbee_zcl_lighting.ballast_ctrl
ZigBee ZCL Basic	zbee_zcl_general.basic
ZigBee ZCL Binary Input Basic	zbee_zcl_general.binary_input_basic
ZigBee ZCL Binary Output Basic	zbee_zcl_general.binary_output_basic
ZigBee ZCL Binary Value Basic	zbee_zcl_general.binary_value_basic
ZigBee ZCL Calendar	zbee_zcl_se.calendar
ZigBee ZCL Color Control	zbee_zcl_lighting.color_ctrl
ZigBee ZCL Commissioning	zbee_zcl_general.commissioning
ZigBee ZCL Daily Schedule	zbee_zcl_se.daily_schedule
ZigBee ZCL Dehumidification Control	zbee_zcl_hvac.dehum_ctrl
ZigBee ZCL Device Management	zbee_zcl_se.dm
ZigBee ZCL Device Temperature Configuration	zbee_zcl_general.device_temperature_config
ZigBee ZCL Door Lock	zbee_zcl_closures.door_lock
ZigBee ZCL DLRC	zbee_zcl_se.drlc
ZigBee ZCL Electrical Measurement	zbee_zcl_meas_sensing.elecmes
ZigBee ZCL Energy Management	zbee_zcl_se.em
ZigBee ZCL Events	zbee_zcl_se.events
ZigBee ZCL Fan Control	zbee_zcl_hvac.fan_ctrl
ZigBee ZCL Flow Meas.	zbee_zcl_meas_sensing.flowmeas
ZigBee ZCL Green Power	zbee_zcl_general.gp
ZigBee ZCL Groups	zbee_zcl_general.groups
ZigBee ZCL IAS ACE	zbee_zcl_ias.ace
ZigBee ZCL IAS WD	zbee_zcl_ias.wd
ZigBee ZCL IAS Zone	zbee_zcl_ias.zone
ZigBee ZCL Identify	zbee_zcl_general.identify
ZigBee ZCL Illuminance Level Sensing	zbee_zcl_meas_sensing.illumlevelsen
ZigBee ZCL Illuminance Meas.	zbee_zcl_meas_sensing.illummeas
ZigBee ZCL Key Establishment	zbee_zcl_se.ke
ZigBee ZCL Keep-Alive	zbee_zcl_se.keep_alive
ZigBee ZCL Level Control	zbee_zcl_general.level_control
ZigBee ZCL MDU Pairing	zbee_zcl_se.mdu_pairing
ZigBee ZCL Metering	zbee_zcl_se.met
ZigBee ZCL Meter Identification	zbee_zcl_ha.metidt
ZigBee ZCL Messaging	zbee_zcl_se.msg
ZigBee ZCL Multistate Input Basic	zbee_zcl_general.multistate.input.basic
ZigBee ZCL Multistate Output Basic	zbee_zcl_general.multistate.output.basic
ZigBee ZCL Multistate Value Basic	zbee_zcl_general.multistate.value.basic
ZigBee ZCL Occupancy Sensing	zbee_zcl_meas_sensing.occsen
ZigBee ZCL OnOff	zbee_zcl_general.onoff
ZigBee ZCL OnOff Switch Configuration	zbee_zcl_general.onoff.switch.configuration
ZigBee ZCL OTA	zbee_zcl_general.ota
ZigBee ZCL Partition	zbee_zcl_general.part
ZigBee ZCL Poll Control	zbee_zcl_general.poll
ZigBee ZCL Power Configuration	zbee_zcl_general.power_config
ZigBee ZCL Prepayment	zbee_zcl_se.pp
ZigBee ZCL Pressure Meas.	zbee_zcl_meas_sensing.pressmeas
ZigBee ZCL Price	zbee_zcl_se.price
ZigBee ZCL Pump Configuration and Control	zbee_zcl_hvac.pump_config_ctrl
ZigBee ZCL Power Profile	zbee_zcl_general.pwrprof
ZigBee ZCL Rel. Humidity Meas.	zbee_zcl_meas_sensing.relhummeas
ZigBee ZCL RSSI Location	zbee_zcl_general.rssi_location
ZigBee ZCL Scenes	zbee_zcl_general.scenes
ZigBee ZCL Shade Configuration	zbee_zcl_closures.shade_config
ZigBee ZCL Sub-Ghz	zbee_zcl_se.sub_ghz
ZigBee ZCL Temperature Meas.	zbee_zcl_meas_sensing.tempmeas
ZigBee ZCL Thermostat	zbee_zcl_hvac.thermostat
ZigBee ZCL Thermostat User Interface Configuration	zbee_zcl_hvac.thermo_ui_config
ZigBee ZCL Time	zbee_zcl_general.time
ZigBee ZCL Touchlink	zbee_zcl_general.touchlink
ZigBee ZCL Tunneling	zbee_zcl_se.tun
ZigBee Device Profile	zbee_zdp
ZBOSS Network Coprocessor product	zbncp
Zebra Protocol	zebra
ZigBee Encapsulation Protocol	zep
Zipped Inter-ORB Protocol	ziop
ZRTP	zrtp
ZVT Kassenschnittstelle	zvt
WiMAX ASN Control Plane Protocol	wimaxasncp
WiMAX MAC-PHY over Ethernet	wimaxmacphy
PROFINET Real-Time Protocol	pn_rt
PROFINET PTCP	pn_ptcp
PROFINET MRRT	pn_mrrt
PROFINET MRP	pn_mrp
PROFINET IO	pn_io
PROFINET IO (Device)	pn_io_device
PROFINET IO (Controller)	pn_io_controller
PROFINET IO (Supervisor)	pn_io_supervisor
PROFINET IO (Parameter Server)	pn_io_parameterserver
PROFINET IO (Implicit Ar)	pn_io_implicitar
PROFINET IO (Apdu Status)	pn_io_apdu_status
PROFINET IO (Time Aware Status)	pn_io_time_aware_status
PROFINET DCP	pn_dcp
ICBAAccoMgt	cba_acco_mgt
ICBAAccoMgt2	cba_acco_mgt2
ICBAAccoCallback	cba_acco_cb
ICBAAccoCallback2	cba_acco_cb2
ICBAAccoServer	cba_acco_server
ICBAAccoServer2	cba_acco_server2
ICBAAccoServerSRT	cba_acco_server_srt
ICBAAccoSync	cba_acco_sync
ICBAPhysicalDevice	cba_pdev
ICBAPhysicalDevice2	cba_pdev2
ICBABrowse	cba_browse
ICBABrowse2	cba_browse2
ICBAPhysicalDevicePC	cba_pdev_pc
ICBAPhysicalDevicePCEvent	cba_pdev_pc_event
ICBAPersist	cba_persist
ICBAPersist2	cba_persist2
ICBALogicalDevice	cba_ldev
ICBALogicalDevice2	cba_ldev2
ICBAState	cba_state
ICBAStateEvent	cba_state_event
ICBATime	cba_time
ICBAGroupError	cba_grouperror
ICBAGroupErrorEvent	cba_grouperror_event
ICBARTAuto	cba_rtauto
ICBARTAuto2	cba_rtauto2
ICBASystemProperties	cba_sysprop
TwinCAT NV	tc_nv
TwinCAT IO-RAW	ioraw
EtherCAT frame header	ecatf
EtherCAT Switch Link	esl
EtherCAT Mailbox Protocol	ecat_mailbox
EtherCAT datagram(s)	ecat
AMS	ams
DG Gryphon Protocol	gryphon
Meta Analysis Tracing Engine	mate
OpcUa Binary Protocol	opcua
UNISTIM Protocol	unistim
Serial Infrared	sir
IrDA Link Access Protocol	irlap
Log Message	log
IrDA Link Management Protocol	irlmp
Information Access Protocol	iap
Tiny Transport Protocol	ttp
IrCOMM Protocol	ircomm
WiMax Protocol	wmx
WiMax CDMA Code Attribute	wmx.cdma
WiMax Sub-TLV Messages	wmx.sub
WiMax Generic/Type1/Type2 MAC Header Messages	wmx.hdr
WiMax ULMAP Messages	wmx.ulmap
WiMax UCD Messages	wmx.ucd
WiMax SBC-REQ/RSP Messages	wmx.sbc
WiMax RNG-RSP Messages	wmx.rng_rsp
WiMax RNG-REQ Messages	wmx.rng_req
WiMax RES-CMD Message	wmx.res
WiMax REP-REQ/RSP Messages	wmx.rep
WiMax REG-RSP Messages	wmx.reg_rsp
WiMax REG-REQ Messages	wmx.reg_req
WiMax PRC-LT-CTRL Message	wmx.prc_lt_ctrl
WiMax PMC-RSP Messages	wmx.pmc_rsp
WiMax PMC-REQ Messages	wmx.pmc_req
WiMax PKM-REQ/RSP Messages	wmx.pkm
WiMax FPC Message	wmx.fpc
WiMax DSX-RVD Message	wmx.dsx_rvd
WiMax DSD Messages	wmx.dsd
WiMax DSC Messages	wmx.dsc
WiMax DSA Messages	wmx.dsa
WiMax DREG-REQ Messages	wmx.dreg_req
WiMax DREG-CMD Messages	wmx.dreg_cmd
WiMax DLMAP Messages	wmx.dlmap
WiMax DCD Messages	wmx.dcd
WiMax CLK-CMP Message	wmx.clk
WiMax ARQ Feedback/Discard/Reset Messages	wmx.arq
WiMax AAS-FEEDBACK Messages	wmx.aas
WiMax AAS-BEAM Messages	wmx.aas_beam
WiMax MAC Management Message	wmx.mgmt
WiMax Mac to Mac Packet	m2m
TRANSUM RTE Data	transum
Bluetooth GATT Attribute Generic Access (UUID 0x1800)	btgatt.uuid0x1800
Bluetooth GATT Attribute Generic Attribute (UUID 0x1801)	btgatt.uuid0x1801
Bluetooth GATT Attribute Immediate Alert (UUID 0x1802)	btgatt.uuid0x1802
Bluetooth GATT Attribute Link Loss (UUID 0x1803)	btgatt.uuid0x1803
Bluetooth GATT Attribute Tx Power (UUID 0x1804)	btgatt.uuid0x1804
Bluetooth GATT Attribute Current Time (UUID 0x1805)	btgatt.uuid0x1805
Bluetooth GATT Attribute Reference Time Update (UUID 0x1806)	btgatt.uuid0x1806
Bluetooth GATT Attribute Next DST Change (UUID 0x1807)	btgatt.uuid0x1807
Bluetooth GATT Attribute Glucose (UUID 0x1808)	btgatt.uuid0x1808
Bluetooth GATT Attribute Health Thermometer (UUID 0x1809)	btgatt.uuid0x1809
Bluetooth GATT Attribute Device Information (UUID 0x180a)	btgatt.uuid0x180a
Bluetooth GATT Attribute Heart Rate (UUID 0x180d)	btgatt.uuid0x180d
Bluetooth GATT Attribute Phone Alert Status (UUID 0x180e)	btgatt.uuid0x180e
Bluetooth GATT Attribute Battery (UUID 0x180f)	btgatt.uuid0x180f
Bluetooth GATT Attribute Blood Pressure (UUID 0x1810)	btgatt.uuid0x1810
Bluetooth GATT Attribute Alert Notification (UUID 0x1811)	btgatt.uuid0x1811
Bluetooth GATT Attribute Human Interface Device (UUID 0x1812)	btgatt.uuid0x1812
Bluetooth GATT Attribute Scan Parameters (UUID 0x1813)	btgatt.uuid0x1813
Bluetooth GATT Attribute Running Speed and Cadence (UUID 0x1814)	btgatt.uuid0x1814
Bluetooth GATT Attribute Automation IO (UUID 0x1815)	btgatt.uuid0x1815
Bluetooth GATT Attribute Cycling Speed and Cadence (UUID 0x1816)	btgatt.uuid0x1816
Bluetooth GATT Attribute Cycling Power (UUID 0x1818)	btgatt.uuid0x1818
Bluetooth GATT Attribute Location and Navigation (UUID 0x1819)	btgatt.uuid0x1819
Bluetooth GATT Attribute Environmental Sensing (UUID 0x181a)	btgatt.uuid0x181a
Bluetooth GATT Attribute Body Composition (UUID 0x181b)	btgatt.uuid0x181b
Bluetooth GATT Attribute User Data (UUID 0x181c)	btgatt.uuid0x181c
Bluetooth GATT Attribute Weight Scale (UUID 0x181d)	btgatt.uuid0x181d
Bluetooth GATT Attribute Bond Management (UUID 0x181e)	btgatt.uuid0x181e
Bluetooth GATT Attribute Continuous Glucose Monitoring (UUID 0x181f)	btgatt.uuid0x181f
Bluetooth GATT Attribute Internet Protocol Support (UUID 0x1820)	btgatt.uuid0x1820
Bluetooth GATT Attribute Indoor Positioning (UUID 0x1821)	btgatt.uuid0x1821
Bluetooth GATT Attribute Pulse Oximeter (UUID 0x1822)	btgatt.uuid0x1822
Bluetooth GATT Attribute HTTP Proxy (UUID 0x1823)	btgatt.uuid0x1823
Bluetooth GATT Attribute Transport Discovery (UUID 0x1824)	btgatt.uuid0x1824
Bluetooth GATT Attribute Object Transfer (UUID 0x1825)	btgatt.uuid0x1825
Bluetooth GATT Attribute Fitness Machine (UUID 0x1826)	btgatt.uuid0x1826
Bluetooth GATT Attribute Mesh Provisioning (UUID 0x1827)	btgatt.uuid0x1827
Bluetooth GATT Attribute Mesh Proxy (UUID 0x1828)	btgatt.uuid0x1828
Bluetooth GATT Attribute Reconnection Configuration (UUID 0x1829)	btgatt.uuid0x1829
Bluetooth GATT Attribute Insulin Delivery (UUID 0x183a)	btgatt.uuid0x183a
Bluetooth GATT Attribute Binary Sensor (UUID 0x183b)	btgatt.uuid0x183b
Bluetooth GATT Attribute Emergency Configuration (UUID 0x183c)	btgatt.uuid0x183c
Bluetooth GATT Attribute Authorization Control (UUID 0x183d)	btgatt.uuid0x183d
Bluetooth GATT Attribute Physical Activity Monitor (UUID 0x183e)	btgatt.uuid0x183e
Bluetooth GATT Attribute Elapsed Time (UUID 0x183f)	btgatt.uuid0x183f
Bluetooth GATT Attribute Generic Health Sensor (UUID 0x1840)	btgatt.uuid0x1840
Bluetooth GATT Attribute Audio Input Control (UUID 0x1843)	btgatt.uuid0x1843
Bluetooth GATT Attribute Volume Control (UUID 0x1844)	btgatt.uuid0x1844
Bluetooth GATT Attribute Volume Offset Control (UUID 0x1845)	btgatt.uuid0x1845
Bluetooth GATT Attribute Coordinated Set Identification (UUID 0x1846)	btgatt.uuid0x1846
Bluetooth GATT Attribute Device Time (UUID 0x1847)	btgatt.uuid0x1847
Bluetooth GATT Attribute Media Control (UUID 0x1848)	btgatt.uuid0x1848
Bluetooth GATT Attribute Generic Media Control (UUID 0x1849)	btgatt.uuid0x1849
Bluetooth GATT Attribute Constant Tone Extension (UUID 0x184a)	btgatt.uuid0x184a
Bluetooth GATT Attribute Telephone Bearer (UUID 0x184b)	btgatt.uuid0x184b
Bluetooth GATT Attribute Generic Telephone Bearer (UUID 0x184c)	btgatt.uuid0x184c
Bluetooth GATT Attribute Microphone Control (UUID 0x184d)	btgatt.uuid0x184d
Bluetooth GATT Attribute Audio Stream Control (UUID 0x184e)	btgatt.uuid0x184e
Bluetooth GATT Attribute Broadcast Audio Scan (UUID 0x184f)	btgatt.uuid0x184f
Bluetooth GATT Attribute Published Audio Capabilities (UUID 0x1850)	btgatt.uuid0x1850
Bluetooth GATT Attribute Basic Audio Announcement (UUID 0x1851)	btgatt.uuid0x1851
Bluetooth GATT Attribute Broadcast Audio Announcement (UUID 0x1852)	btgatt.uuid0x1852
Bluetooth GATT Attribute Common Audio (UUID 0x1853)	btgatt.uuid0x1853
Bluetooth GATT Attribute Hearing Access (UUID 0x1854)	btgatt.uuid0x1854
Bluetooth GATT Attribute Telephony and Media Audio (UUID 0x1855)	btgatt.uuid0x1855
Bluetooth GATT Attribute Public Broadcast Announcement (UUID 0x1856)	btgatt.uuid0x1856
Bluetooth GATT Attribute Electronic Shelf Label (UUID 0x1857)	btgatt.uuid0x1857
Bluetooth GATT Attribute Gaming Audio (UUID 0x1858)	btgatt.uuid0x1858
Bluetooth GATT Attribute Mesh Proxy Solicitation (UUID 0x1859)	btgatt.uuid0x1859
Bluetooth GATT Attribute Primary Service (UUID 0x2800)	btgatt.uuid0x2800
Bluetooth GATT Attribute Secondary Service (UUID 0x2801)	btgatt.uuid0x2801
Bluetooth GATT Attribute Include (UUID 0x2802)	btgatt.uuid0x2802
Bluetooth GATT Attribute Characteristic (UUID 0x2803)	btgatt.uuid0x2803
Bluetooth GATT Attribute Characteristic Extended Properties (UUID 0x2900)	btgatt.uuid0x2900
Bluetooth GATT Attribute Characteristic User Description (UUID 0x2901)	btgatt.uuid0x2901
Bluetooth GATT Attribute Client Characteristic Configuration (UUID 0x2902)	btgatt.uuid0x2902
Bluetooth GATT Attribute Server Characteristic Configuration (UUID 0x2903)	btgatt.uuid0x2903
Bluetooth GATT Attribute Characteristic Presentation Format (UUID 0x2904)	btgatt.uuid0x2904
Bluetooth GATT Attribute Characteristic Aggregate Format (UUID 0x2905)	btgatt.uuid0x2905
Bluetooth GATT Attribute Valid Range (UUID 0x2906)	btgatt.uuid0x2906
Bluetooth GATT Attribute External Report Reference (UUID 0x2907)	btgatt.uuid0x2907
Bluetooth GATT Attribute Report Reference (UUID 0x2908)	btgatt.uuid0x2908
Bluetooth GATT Attribute Number of Digitals (UUID 0x2909)	btgatt.uuid0x2909
Bluetooth GATT Attribute Value Trigger Setting (UUID 0x290a)	btgatt.uuid0x290a
Bluetooth GATT Attribute Environmental Sensing Configuration (UUID 0x290b)	btgatt.uuid0x290b
Bluetooth GATT Attribute Environmental Sensing Measurement (UUID 0x290c)	btgatt.uuid0x290c
Bluetooth GATT Attribute Environmental Sensing Trigger Setting (UUID 0x290d)	btgatt.uuid0x290d
Bluetooth GATT Attribute Time Trigger Setting (UUID 0x290e)	btgatt.uuid0x290e
Bluetooth GATT Attribute Complete BR-EDR Transport Block Data (UUID 0x290f)	btgatt.uuid0x290f
Bluetooth GATT Attribute Observation Schedule (UUID 0x2910)	btgatt.uuid0x2910
Bluetooth GATT Attribute Valid Range and Accuracy (UUID 0x2911)	btgatt.uuid0x2911
Bluetooth GATT Attribute Device Name (UUID 0x2a00)	btgatt.uuid0x2a00
Bluetooth GATT Attribute Appearance (UUID 0x2a01)	btgatt.uuid0x2a01
Bluetooth GATT Attribute Peripheral Privacy Flag (UUID 0x2a02)	btgatt.uuid0x2a02
Bluetooth GATT Attribute Reconnection Address (UUID 0x2a03)	btgatt.uuid0x2a03
Bluetooth GATT Attribute Peripheral Preferred Connection Parameters (UUID 0x2a04)	btgatt.uuid0x2a04
Bluetooth GATT Attribute Service Changed (UUID 0x2a05)	btgatt.uuid0x2a05
Bluetooth GATT Attribute Alert Level (UUID 0x2a06)	btgatt.uuid0x2a06
Bluetooth GATT Attribute Tx Power Level (UUID 0x2a07)	btgatt.uuid0x2a07
Bluetooth GATT Attribute Date Time (UUID 0x2a08)	btgatt.uuid0x2a08
Bluetooth GATT Attribute Day of Week (UUID 0x2a09)	btgatt.uuid0x2a09
Bluetooth GATT Attribute Day Date Time (UUID 0x2a0a)	btgatt.uuid0x2a0a
Bluetooth GATT Attribute Exact Time 100 (UUID 0x2a0b)	btgatt.uuid0x2a0b
Bluetooth GATT Attribute Exact Time 256 (UUID 0x2a0c)	btgatt.uuid0x2a0c
Bluetooth GATT Attribute DST Offset (UUID 0x2a0d)	btgatt.uuid0x2a0d
Bluetooth GATT Attribute Time Zone (UUID 0x2a0e)	btgatt.uuid0x2a0e
Bluetooth GATT Attribute Local Time Information (UUID 0x2a0f)	btgatt.uuid0x2a0f
Bluetooth GATT Attribute Secondary Time Zone (UUID 0x2a10)	btgatt.uuid0x2a10
Bluetooth GATT Attribute Time with DST (UUID 0x2a11)	btgatt.uuid0x2a11
Bluetooth GATT Attribute Time Accuracy (UUID 0x2a12)	btgatt.uuid0x2a12
Bluetooth GATT Attribute Time Source (UUID 0x2a13)	btgatt.uuid0x2a13
Bluetooth GATT Attribute Reference Time Information (UUID 0x2a14)	btgatt.uuid0x2a14
Bluetooth GATT Attribute Time Broadcast (UUID 0x2a15)	btgatt.uuid0x2a15
Bluetooth GATT Attribute Time Update Control Point (UUID 0x2a16)	btgatt.uuid0x2a16
Bluetooth GATT Attribute Time Update State (UUID 0x2a17)	btgatt.uuid0x2a17
Bluetooth GATT Attribute Glucose Measurement (UUID 0x2a18)	btgatt.uuid0x2a18
Bluetooth GATT Attribute Battery Level (UUID 0x2a19)	btgatt.uuid0x2a19
Bluetooth GATT Attribute Battery Power State (UUID 0x2a1a)	btgatt.uuid0x2a1a
Bluetooth GATT Attribute Battery Level State (UUID 0x2a1b)	btgatt.uuid0x2a1b
Bluetooth GATT Attribute Temperature Measurement (UUID 0x2a1c)	btgatt.uuid0x2a1c
Bluetooth GATT Attribute Temperature Type (UUID 0x2a1d)	btgatt.uuid0x2a1d
Bluetooth GATT Attribute Intermediate Temperature (UUID 0x2a1e)	btgatt.uuid0x2a1e
Bluetooth GATT Attribute Temperature Celsius (UUID 0x2a1f)	btgatt.uuid0x2a1f
Bluetooth GATT Attribute Temperature Fahrenheit (UUID 0x2a20)	btgatt.uuid0x2a20
Bluetooth GATT Attribute Measurement Interval (UUID 0x2a21)	btgatt.uuid0x2a21
Bluetooth GATT Attribute Boot Keyboard Input Report (UUID 0x2a22)	btgatt.uuid0x2a22
Bluetooth GATT Attribute System ID (UUID 0x2a23)	btgatt.uuid0x2a23
Bluetooth GATT Attribute Model Number String (UUID 0x2a24)	btgatt.uuid0x2a24
Bluetooth GATT Attribute Serial Number String (UUID 0x2a25)	btgatt.uuid0x2a25
Bluetooth GATT Attribute Firmware Revision String (UUID 0x2a26)	btgatt.uuid0x2a26
Bluetooth GATT Attribute Hardware Revision String (UUID 0x2a27)	btgatt.uuid0x2a27
Bluetooth GATT Attribute Software Revision String (UUID 0x2a28)	btgatt.uuid0x2a28
Bluetooth GATT Attribute Manufacturer Name String (UUID 0x2a29)	btgatt.uuid0x2a29
Bluetooth GATT Attribute IEEE 11073-20601 Regulatory Certification Data List (UUID 0x2a2a)	btgatt.uuid0x2a2a
Bluetooth GATT Attribute Current Time (UUID 0x2a2b)	btgatt.uuid0x2a2b
Bluetooth GATT Attribute Magnetic Declination (UUID 0x2a2c)	btgatt.uuid0x2a2c
Bluetooth GATT Attribute Position 2D (UUID 0x2a2f)	btgatt.uuid0x2a2f
Bluetooth GATT Attribute Position 3D (UUID 0x2a30)	btgatt.uuid0x2a30
Bluetooth GATT Attribute Scan Refresh (UUID 0x2a31)	btgatt.uuid0x2a31
Bluetooth GATT Attribute Boot Keyboard Output Report (UUID 0x2a32)	btgatt.uuid0x2a32
Bluetooth GATT Attribute Boot Mouse Input Report (UUID 0x2a33)	btgatt.uuid0x2a33
Bluetooth GATT Attribute Glucose Measurement Context (UUID 0x2a34)	btgatt.uuid0x2a34
Bluetooth GATT Attribute Blood Pressure Measurement (UUID 0x2a35)	btgatt.uuid0x2a35
Bluetooth GATT Attribute Intermediate Cuff Pressure (UUID 0x2a36)	btgatt.uuid0x2a36
Bluetooth GATT Attribute Heart Rate Measurement (UUID 0x2a37)	btgatt.uuid0x2a37
Bluetooth GATT Attribute Body Sensor Location (UUID 0x2a38)	btgatt.uuid0x2a38
Bluetooth GATT Attribute Heart Rate Control Point (UUID 0x2a39)	btgatt.uuid0x2a39
Bluetooth GATT Attribute Removable (UUID 0x2a3a)	btgatt.uuid0x2a3a
Bluetooth GATT Attribute Service Required (UUID 0x2a3b)	btgatt.uuid0x2a3b
Bluetooth GATT Attribute Scientific Temperature Celsius (UUID 0x2a3c)	btgatt.uuid0x2a3c
Bluetooth GATT Attribute String (UUID 0x2a3d)	btgatt.uuid0x2a3d
Bluetooth GATT Attribute Network Availability (UUID 0x2a3e)	btgatt.uuid0x2a3e
Bluetooth GATT Attribute Alert Status (UUID 0x2a3f)	btgatt.uuid0x2a3f
Bluetooth GATT Attribute Ringer Control Point (UUID 0x2a40)	btgatt.uuid0x2a40
Bluetooth GATT Attribute Ringer Setting (UUID 0x2a41)	btgatt.uuid0x2a41
Bluetooth GATT Attribute Alert Category ID Bit Mask (UUID 0x2a42)	btgatt.uuid0x2a42
Bluetooth GATT Attribute Alert Category ID (UUID 0x2a43)	btgatt.uuid0x2a43
Bluetooth GATT Attribute Alert Notification Control Point (UUID 0x2a44)	btgatt.uuid0x2a44
Bluetooth GATT Attribute Unread Alert Status (UUID 0x2a45)	btgatt.uuid0x2a45
Bluetooth GATT Attribute New Alert (UUID 0x2a46)	btgatt.uuid0x2a46
Bluetooth GATT Attribute Supported New Alert Category (UUID 0x2a47)	btgatt.uuid0x2a47
Bluetooth GATT Attribute Supported Unread Alert Category (UUID 0x2a48)	btgatt.uuid0x2a48
Bluetooth GATT Attribute Blood Pressure Feature (UUID 0x2a49)	btgatt.uuid0x2a49
Bluetooth GATT Attribute HID Information (UUID 0x2a4a)	btgatt.uuid0x2a4a
Bluetooth GATT Attribute Report Map (UUID 0x2a4b)	btgatt.uuid0x2a4b
Bluetooth GATT Attribute HID Control Point (UUID 0x2a4c)	btgatt.uuid0x2a4c
Bluetooth GATT Attribute Report (UUID 0x2a4d)	btgatt.uuid0x2a4d
Bluetooth GATT Attribute Protocol Mode (UUID 0x2a4e)	btgatt.uuid0x2a4e
Bluetooth GATT Attribute Scan Interval Window (UUID 0x2a4f)	btgatt.uuid0x2a4f
Bluetooth GATT Attribute PnP ID (UUID 0x2a50)	btgatt.uuid0x2a50
Bluetooth GATT Attribute Glucose Feature (UUID 0x2a51)	btgatt.uuid0x2a51
Bluetooth GATT Attribute Record Access Control Point (UUID 0x2a52)	btgatt.uuid0x2a52
Bluetooth GATT Attribute RSC Measurement (UUID 0x2a53)	btgatt.uuid0x2a53
Bluetooth GATT Attribute RSC Feature (UUID 0x2a54)	btgatt.uuid0x2a54
Bluetooth GATT Attribute SC Control Point (UUID 0x2a55)	btgatt.uuid0x2a55
Bluetooth GATT Attribute Digital (UUID 0x2a56)	btgatt.uuid0x2a56
